"genus","family"
"Oxypolis","Apiaceae"
"Oxyrhynchus","Fabaceae"
"Oxyria","Polygonaceae"
"Oxyspora","Melastomataceae"
"Oxystegus","Pottiaceae"
"Oxystylis","Capparaceae"
"Oxytenanthera","Poaceae"
"Oxytenia","Asteraceae"
"Oxytheca","Polygonaceae"
"Oxytropis","Fabaceae"
"Pachira","Bombacaceae"
"Pachycereus","Cactaceae"
"Pachyphiale","Gyalectaceae"
"Pachyrhizus","Fabaceae"
"Pachysandra","Buxaceae"
"Pachystachys","Acanthaceae"
"Packera","Asteraceae"
"Paederia","Rubiaceae"
"Paeonia","Paeoniaceae"
"Palafoxia","Asteraceae"
"Palamocladium","Brachytheciaceae"
"Palaquium","Sapotaceae"
"Palicourea","Rubiaceae"
"Palisota","Commelinaceae"
"Paliurus","Rhamnaceae"
"Pallavicinia","Pallaviciniaceae"
"Pallenis","Asteraceae"
"Paludella","Meesiaceae"
"Palustriella","Amblystegiaceae"
"Panax","Araliaceae"
"Pancratium","Liliaceae"
"Pandanus","Pandanaceae"
"Pangium","Flacourtiaceae"
"Panicum","Poaceae"
"Pannaria","Pannariaceae"
"Papaver","Papaveraceae"
"Paphiopedilum","Orchidaceae"
"Papillaria","Meteoriaceae"
"Pappophorum","Poaceae"
"Parakmeria","Magnoliaceae"
"Paraleptodontium","Pottiaceae"
"Paraleucobryum","Dicranaceae"
"Paraparmelia","Parmeliaceae"
"Parapholis","Poaceae"
"Parasenecio","Asteraceae"
"Paraserianthes","Fabaceae"
"Parathesis","Myrsinaceae"
"Pardanthopsis","Iridaceae"
"Parentucellia","Scrophulariaceae"
"Parietaria","Urticaceae"
"Parishella","Campanulaceae"
"Parkia","Fabaceae"
"Parkinsonia","Fabaceae"
"Parmelia","Parmeliaceae"
"Parmeliella","Pannariaceae"
"Parmelina","Parmeliaceae"
"Parmelinopsis","Parmeliaceae"
"Parmeliopsis","Parmeliaceae"
"Parmentiera","Bignoniaceae"
"Parmotrema","Parmeliaceae"
"Parmotremopsis","Parmeliaceae"
"Parnassia","Saxifragaceae"
"Parochetus","Fabaceae"
"Parodia","Cactaceae"
"Paronychia","Caryophyllaceae"
"Parrotia","Hamamelidaceae"
"Parrya","Brassicaceae"
"Parryella","Fabaceae"
"Parthenice","Asteraceae"
"Parthenium","Asteraceae"
"Parthenocissus","Vitaceae"
"Pascalia","Asteraceae"
"Pascopyrum","Poaceae"
"Paspalidium","Poaceae"
"Paspalum","Poaceae"
"Passiflora","Passifloraceae"
"Pastinaca","Apiaceae"
"Patis","Poaceae"
"Paulia","Lichinaceae"
"Paullinia","Sapindaceae"
"Paulownia","Scrophulariaceae"
"Pavonia","Malvaceae"
"Paxistima","Celastraceae"
"Peccania","Lichinaceae"
"Pecluma","Polypodiaceae"
"Pectis","Asteraceae"
"Pectocarya","Boraginaceae"
"Pedicularis","Scrophulariaceae"
"Pedilanthus","Euphorbiaceae"
"Pedinophyllum","Plagiochilaceae"
"Pediocactus","Cactaceae"
"Pediomelum","Fabaceae"
"Peganum","Zygophyllaceae"
"Pelargonium","Geraniaceae"
"Pelexia","Orchidaceae"
"Pellaea","Pteridaceae"
"Pellia","Pelliaceae"
"Peltandra","Araceae"
"Peltigera","Peltigeraceae"
"Peltolepis","Monosoleniaceae"
"Peltophorum","Fabaceae"
"Peltula","Peltulaceae"
"Pemphis","Lythraceae"
"Peniocereus","Cactaceae"
"Pennellia","Brassicaceae"
"Pennisetum","Poaceae"
"Penstemon","Scrophulariaceae"
"Pentachaeta","Asteraceae"
"Pentaclethra","Fabaceae"
"Pentadesma","Clusiaceae"
"Pentaglottis","Boraginaceae"
"Pentagramma","Pteridaceae"
"Pentalinon","Apocynaceae"
"Pentanisia","Rubiaceae"
"Pentapetes","Sterculiaceae"
"Pentas","Rubiaceae"
"Penthorum","Crassulaceae"
"Pentodon","Rubiaceae"
"Pentzia","Asteraceae"
"Peperomia","Piperaceae"
"Pera","Euphorbiaceae"
"Peraphyllum","Rosaceae"
"Pereskia","Cactaceae"
"Perezia","Asteraceae"
"Pergularia","Asclepiadaceae"
"Periandra","Fabaceae"
"Pericallis","Asteraceae"
"Pericome","Asteraceae"
"Pericopsis","Fabaceae"
"Perideridia","Apiaceae"
"Peridiothelia","Pleomassariaceae"
"Perilla","Lamiaceae"
"Periploca","Asclepiadaceae"
"Perityle","Asteraceae"
"Perotis","Poaceae"
"Perovskia","Lamiaceae"
"Perrottetia","Celastraceae"
"Persea","Lauraceae"
"Pertusaria","Pertusariaceae"
"Petalonyx","Loasaceae"
"Petalophyllum","Fossombroniaceae"
"Petasites","Asteraceae"
"Peteria","Fabaceae"
"Petitia","Verbenaceae"
"Petiveria","Phytolaccaceae"
"Petractis","Stictidaceae"
"Petradoria","Asteraceae"
"Petrea","Verbenaceae"
"Petrophytum","Rosaceae"
"Petrorhagia","Caryophyllaceae"
"Petroselinum","Apiaceae"
"Petunia","Solanaceae"
"Peucedanum","Apiaceae"
"Peucephyllum","Asteraceae"
"Peumus","Monimiaceae"
"Pfaffia","Amaranthaceae"
"Phacelia","Hydrophyllaceae"
"Phacopsis","Lecanoraceae"
"Phaeocalicium","Mycocaliciaceae"
"Phaeoceros","Anthocerotaceae"
"Phaeographina","Graphidaceae"
"Phaeographis","Graphidaceae"
"Phaeophyscia","Physciaceae"
"Phaeopyxis","Uncertain Ascomycota Family"
"Phaeorrhiza","Physciaceae"
"Phaeospora","Verrucariaceae"
"Phaeosporobolus","Uncertain Ascomycota Family"
"Phaius","Orchidaceae"
"Phalacroseris","Asteraceae"
"Phalaenopsis","Orchidaceae"
"Phalaris","Poaceae"
"Phanerophlebia","Dryopteridaceae"
"Phanopyrum","Poaceae"
"Pharus","Poaceae"
"Phascum","Pottiaceae"
"Phaseolus","Fabaceae"
"Phaulothamnus","Achatocarpaceae"
"Phedimus","Crassulaceae"
"Phegopteris","Thelypteridaceae"
"Phellodendron","Rutaceae"
"Phemeranthus","Portulacaceae"
"Phenax","Urticaceae"
"Phialanthus","Rubiaceae"
"Philadelphus","Hydrangeaceae"
"Philodendron","Araceae"
"Philonotis","Bartramiaceae"
"Philoxerus","Amaranthaceae"
"Philydrum","Philydraceae"
"Phippsia","Poaceae"
"Phlebodium","Polypodiaceae"
"Phleum","Poaceae"
"Phlojodicarpus","Apiaceae"
"Phlomis","Lamiaceae"
"Phlox","Polemoniaceae"
"Phlyctella","Phlyctidaceae"
"Phlyctidia","Phlyctidaceae"
"Phlyctis","Phlyctidaceae"
"Phoebanthus","Asteraceae"
"Phoenicaulis","Brassicaceae"
"Phoenix","Arecaceae"
"Pholisma","Lennoaceae"
"Pholistoma","Hydrophyllaceae"
"Phoradendron","Viscaceae"
"Phormium","Agavaceae"
"Photinia","Rosaceae"
"Phragmites","Poaceae"
"Phryma","Verbenaceae"
"Phygelius","Scrophulariaceae"
"Phyla","Verbenaceae"
"Phyllanthopsis","Euphorbiaceae"
"Phyllanthus","Euphorbiaceae"
"Phylliscum","Lichinaceae"
"Phyllocladus","Podocarpaceae"
"Phyllodoce","Ericaceae"
"Phyllopsora","Bacidiaceae"
"Phyllospadix","Zosteraceae"
"Phyllostachys","Poaceae"
"Phyllostegia","Lamiaceae"
"Phymaspermum","Asteraceae"
"Phymatosorus","Polypodiaceae"
"Phymosia","Malvaceae"
"Physalis","Solanaceae"
"Physaria","Brassicaceae"
"Physcia","Physciaceae"
"Physciella","Physciaceae"
"Physcomitrella","Funariaceae"
"Physcomitrium","Funariaceae"
"Physconia","Physciaceae"
"Physma","Collemataceae"
"Physocarpus","Rosaceae"
"Physostegia","Lamiaceae"
"Physostigma","Fabaceae"
"Phytelephas","Arecaceae"
"Phytolacca","Phytolaccaceae"
"Piccolia","Biatorellaceae"
"Picea","Pinaceae"
"Pickeringia","Fabaceae"
"Picradeniopsis","Asteraceae"
"Picramnia","Simaroubaceae"
"Picrasma","Simaroubaceae"
"Picris","Asteraceae"
"Picrothamnus","Asteraceae"
"Pictetia","Fabaceae"
"Pieris","Ericaceae"
"Pilea","Urticaceae"
"Piloblephis","Lamiaceae"
"Pilocarpus","Rutaceae"
"Pilophorus","Stereocaulaceae"
"Pilosocereus","Cactaceae"
"Pilostyles","Rafflesiaceae"
"Pilularia","Marsileaceae"
"Pimenta","Myrtaceae"
"Pimpinella","Apiaceae"
"Pinanga","Arecaceae"
"Pinaropappus","Asteraceae"
"Pinckneya","Rubiaceae"
"Pinellia","Araceae"
"Pinguicula","Lentibulariaceae"
"Pinus","Pinaceae"
"Pinzona","Dilleniaceae"
"Piper","Piperaceae"
"Piperia","Orchidaceae"
"Piptatheropsis","Poaceae"
"Piptatherum","Poaceae"
"Piptocarpha","Asteraceae"
"Piptochaetium","Poaceae"
"Piptocoma","Asteraceae"
"Pipturus","Urticaceae"
"Pireella","Pterobryaceae"
"Piriqueta","Turneraceae"
"Piscidia","Fabaceae"
"Pisonia","Nyctaginaceae"
"Pistacia","Anacardiaceae"
"Pistia","Araceae"
"Pisum","Fabaceae"
"Pitcairnia","Bromeliaceae"
"Pithecellobium","Fabaceae"
"Pithecoctenium","Bignoniaceae"
"Pittosporum","Pittosporaceae"
"Pityopsis","Asteraceae"
"Pityopus","Monotropaceae"
"Pityrogramma","Pteridaceae"
"Placidiopsis","Verrucariaceae"
"Placopsis","Trapeliaceae"
"Placynthiella","Trapeliaceae"
"Placynthium","Placynthiaceae"
"Plagiobothrys","Boraginaceae"
"Plagiobryum","Bryaceae"
"Plagiochasma","Aytoniaceae"
"Plagiochila","Plagiochilaceae"
"Plagiomnium","Mniaceae"
"Plagiopus","Bartramiaceae"
"Plagiothecium","Plagiotheciaceae"
"Planera","Ulmaceae"
"Plantago","Plantaginaceae"
"Platanthera","Orchidaceae"
"Platanus","Platanaceae"
"Plateilema","Asteraceae"
"Platismatia","Parmeliaceae"
"Platonia","Clusiaceae"
"Platycarya","Juglandaceae"
"Platycerium","Polypodiaceae"
"Platycladus","Cupressaceae"
"Platycodon","Campanulaceae"
"Platydesma","Rutaceae"
"Platydictya","Hypnaceae"
"Platygraphopsis","Uncertain Ascomycota Family"
"Platygyrium","Hypnaceae"
"Platyhypnidium","Brachytheciaceae"
"Platylomella","Amblystegiaceae"
"Platyschkuhria","Asteraceae"
"Platystemon","Papaveraceae"
"Platystigma","Papaveraceae"
"Platythelys","Orchidaceae"
"Plaubelia","Pottiaceae"
"Plecostachys","Asteraceae"
"Plectocarpon","Roccellaceae"
"Plectrachne","Poaceae"
"Plectranthus","Lamiaceae"
"Plectritis","Valerianaceae"
"Pleea","Liliaceae"
"Pleiacanthus","Asteraceae"
"Pleioblastus","Poaceae"
"Pleodendron","Canellaceae"
"Pleomele","Liliaceae"
"Pleopeltis","Polypodiaceae"
"Pleopsidium","Acarosporaceae"
"Pleuraphis","Poaceae"
"Pleuricospora","Monotropaceae"
"Pleuridium","Ditrichaceae"
"Pleurochaete","Pottiaceae"
"Pleurocladula","Cephaloziaceae"
"Pleurocoronis","Asteraceae"
"Pleuropogon","Poaceae"
"Pleurothallis","Orchidaceae"
"Pleurozia","Pleuroziaceae"
"Pleuroziopsis","Pleuroziopsidaceae"
"Pleurozium","Hylocomiaceae"
"Pluchea","Asteraceae"
"Plumbago","Plumbaginaceae"
"Plumeria","Apocynaceae"
"Pneumatopteris","Thelypteridaceae"
"Poa","Poaceae"
"Podistera","Apiaceae"
"Podocarpus","Podocarpaceae"
"Podocoma","Asteraceae"
"Podophyllum","Berberidaceae"
"Podostemum","Podostemaceae"
"Podranea","Bignoniaceae"
"Poeltinula","Rhizocarpaceae"
"Pogogyne","Lamiaceae"
"Pogonatherum","Poaceae"
"Pogonatum","Polytrichaceae"
"Pogonia","Orchidaceae"
"Pogostemon","Lamiaceae"
"Pohlia","Bryaceae"
"Poitea","Fabaceae"
"Polanisia","Capparaceae"
"Polemonium","Polemoniaceae"
"Polianthes","Agavaceae"
"Poliomintha","Lamiaceae"
"Pollichia","Caryophyllaceae"
"Polyalthia","Annonaceae"
"Polyblastia","Verrucariaceae"
"Polycarpaea","Caryophyllaceae"
"Polycarpon","Caryophyllaceae"
"Polychidium","Placynthiaceae"
"Polycnemum","Chenopodiaceae"
"Polycoccum","Dacampiaceae"
"Polyctenium","Brassicaceae"
"Polygala","Polygalaceae"
"Polygonatum","Liliaceae"
"Polygonella","Polygonaceae"
"Polygonum","Polygonaceae"
"Polymeridium","Trypetheliaceae"
"Polymnia","Asteraceae"
"Polypodium","Polypodiaceae"
"Polypogon","Poaceae"
"Polypremum","Buddlejaceae"
"Polyscias","Araliaceae"
"Polysporina","Acarosporaceae"
"Polystachya","Orchidaceae"
"Polystichum","Dryopteridaceae"
"Polytaenia","Apiaceae"
"Polytoca","Poaceae"
"Polytrias","Poaceae"
"Polytrichastrum","Polytrichaceae"
"Polytrichum","Polytrichaceae"
"Pomaria","Fabaceae"
"Poncirus","Rutaceae"
"Pontederia","Pontederiaceae"
"Ponthieva","Orchidaceae"
"Populus","Salicaceae"
"Poranopsis","Convolvulaceae"
"Porella","Porellaceae"
"Porina","Trichotheliaceae"
"Porocyphus","Lichinaceae"
"Porophyllum","Asteraceae"
"Porotrichum","Thamnobryaceae"
"Porpidia","Porpidiaceae"
"Porterella","Campanulaceae"
"Portulaca","Portulacaceae"
"Portulacaria","Portulacaceae"
"Posidonia","Posidoniaceae"
"Potamogeton","Potamogetonaceae"
"Potentilla","Rosaceae"
"Pottia","Pottiaceae"
"Pouteria","Sapotaceae"
"Pouzolzia","Urticaceae"
"Prasanthus","Gymnomitriaceae"
"Praxelis","Asteraceae"
"Preissia","Marchantiaceae"
"Premna","Verbenaceae"
"Prenanthella","Asteraceae"
"Prenanthes","Asteraceae"
"Prescotia","Orchidaceae"
"Prestoea","Arecaceae"
"Prestonia","Apocynaceae"
"Primula","Primulaceae"
"Prinsepia","Rosaceae"
"Pristimera","Celastraceae"
"Pritchardia","Arecaceae"
"Priva","Verbenaceae"
"Proatriplex","Chenopodiaceae"
"Proboscidea","Pedaliaceae"
"Prockia","Flacourtiaceae"
"Procris","Urticaceae"
"Proiphys","Liliaceae"
"Pronectria","Hypocreaceae"
"Prosartes","Liliaceae"
"Proserpinaca","Haloragaceae"
"Prosopis","Fabaceae"
"Prosthechea","Orchidaceae"
"Protea","Proteaceae"
"Protoblastenia","Psoraceae"
"Protoparmelia","Lecanoraceae"
"Protothelenella","Protothelenellaceae"
"Proustia","Asteraceae"
"Prunella","Lamiaceae"
"Prunus","Rosaceae"
"Psacalium","Asteraceae"
"Psathyrostachys","Poaceae"
"Psathyrotes","Asteraceae"
"Psathyrotopsis","Asteraceae"
"Pseudabutilon","Malvaceae"
"Pseudanamomis","Myrtaceae"
"Pseudarthria","Fabaceae"
"Pseudelephantopus","Asteraceae"
"Pseudephebe","Parmeliaceae"
"Pseudephemerum","Dicranaceae"
"Pseuderanthemum","Acanthaceae"
"Pseudevernia","Parmeliaceae"
"Pseudobahia","Asteraceae"
"Pseudobombax","Bombacaceae"
"Pseudobraunia","Hedwigiaceae"
"Pseudobryum","Mniaceae"
"Pseudocalliergon","Amblystegiaceae"
"Pseudocalymma","Bignoniaceae"
"Pseudoclappia","Asteraceae"
"Pseudocrossidium","Pottiaceae"
"Pseudocryphaea","Leucodontaceae"
"Pseudocydonia","Rosaceae"
"Pseudocymopterus","Apiaceae"
"Pseudocyphellaria","Lobariaceae"
"Pseudoditrichum","Pseudoditrichaceae"
"Pseudofumaria","Fumariaceae"
"Pseudognaphalium","Asteraceae"
"Pseudogynoxys","Asteraceae"
"Pseudolarix","Pinaceae"
"Pseudolepicolea","Pseudolepicoleaceae"
"Pseudoleskea","Leskeaceae"
"Pseudoleskeella","Leskeaceae"
"Pseudolmedia","Moraceae"
"Pseudolysimachion","Scrophulariaceae"
"Pseudopanax","Araliaceae"
"Pseudoparmelia","Parmeliaceae"
"Pseudophegopteris","Thelypteridaceae"
"Pseudophoenix","Arecaceae"
"Pseudopyrenula","Trypetheliaceae"
"Pseudorchis","Orchidaceae"
"Pseudoroegneria","Poaceae"
"Pseudorontium","Scrophulariaceae"
"Pseudosasa","Poaceae"
"Pseudoscleropodium","Brachytheciaceae"
"Pseudostellaria","Caryophyllaceae"
"Pseudotaxiphyllum","Hypnaceae"
"Pseudotsuga","Pinaceae"
"Psidium","Myrtaceae"
"Psiguria","Cucurbitaceae"
"Psilactis","Asteraceae"
"Psilocarphus","Asteraceae"
"Psilocaulon","Aizoaceae"
"Psilochilus","Orchidaceae"
"Psilolechia","Micareaceae"
"Psilopilum","Polytrichaceae"
"Psilostrophe","Asteraceae"
"Psilotrichum","Amaranthaceae"
"Psilotum","Psilotaceae"
"Psilurus","Poaceae"
"Psophocarpus","Fabaceae"
"Psora","Psoraceae"
"Psoralidium","Fabaceae"
"Psorinia","Lecanoraceae"
"Psoroglaena","Verrucariaceae"
"Psoroma","Pannariaceae"
"Psorothamnus","Fabaceae"
"Psorotichia","Lichinaceae"
"Psorula","Psoraceae"
"Psychilis","Orchidaceae"
"Psychopsis","Orchidaceae"
"Psychotria","Rubiaceae"
"Psydrax","Rubiaceae"
"Ptelea","Rutaceae"
"Pteralyxia","Apocynaceae"
"Pteridium","Dennstaedtiaceae"
"Pterigynandrum","Pterigynandraceae"
"Pteris","Pteridaceae"
"Pterocarpus","Fabaceae"
"Pterocarya","Juglandaceae"
"Pterocaulon","Asteraceae"
"Pteroglossaspis","Orchidaceae"
"Pterogonium","Leucodontaceae"
"Pterolepis","Melastomataceae"
"Pterospora","Monotropaceae"
"Pterostegia","Polygonaceae"
"Pterostyrax","Styracaceae"
"Pterygiopsis","Lichinaceae"
"Pterygoneurum","Pottiaceae"
"Pteryxia","Apiaceae"
"Ptilagrostis","Poaceae"
"Ptilidium","Ptilidiaceae"
"Ptilimnium","Apiaceae"
"Ptilium","Hypnaceae"
"Ptychographa","Agyriaceae"
"Ptychomitrium","Ptychomitriaceae"
"Ptychosperma","Arecaceae"
"Puccinellia","Poaceae"
"Pueraria","Fabaceae"
"Pulicaria","Asteraceae"
"Pulmonaria","Boraginaceae"
"Pulsatilla","Ranunculaceae"
"Punctelia","Parmeliaceae"
"Punica","Punicaceae"
"Purshia","Rosaceae"
"Putoria","Rubiaceae"
"Pycnanthemum","Lamiaceae"
"Pycnothelia","Cladoniaceae"
"Pylaisiadelpha","Hypnaceae"
"Pylaisiella","Hypnaceae"
"Pyracantha","Rosaceae"
"Pyramidula","Funariaceae"
"Pyrenidium","Dacampiaceae"
"Pyrenidum","Dacampiaceae"
"Pyrenocollema","Pyrenulaceae"
"Pyrenopsis","Lichinaceae"
"Pyrenothrix","Pyrenotrichaceae"
"Pyrenula","Pyrenulaceae"
"Pyrgillus","Pyrenulaceae"
"Pyrola","Pyrolaceae"
"Pyrostegia","Bignoniaceae"
"Pyrrhobryum","Rhizogoniaceae"
"Pyrrhopappus","Asteraceae"
"Pyrrhospora","Lecanoraceae"
"Pyrrocoma","Asteraceae"
"Pyrularia","Santalaceae"
"Pyrus","Rosaceae"
"Pyxidanthera","Diapensiaceae"
"Pyxine","Physciaceae"
"Quararibea","Bombacaceae"
"Quassia","Simaroubaceae"
"Quercus","Fagaceae"
"Quillaja","Rosaceae"
"Quincula","Solanaceae"
"Quisqualis","Combretaceae"
"Rachicallis","Rubiaceae"
"Racodium","Uncertain Ascomycota Family"
"Racomitrium","Grimmiaceae"
"Racopilum","Racopilaceae"
"Radermachera","Bignoniaceae"
"Radiola","Linaceae"
"Radula","Radulaceae"
"Rafinesquia","Asteraceae"
"Raillardella","Asteraceae"
"Rainiera","Asteraceae"
"Rajania","Dioscoreaceae"
"Ramalina","Ramalinaceae"
"Ramonia","Gyalectaceae"
"Randia","Rubiaceae"
"Ranunculus","Ranunculaceae"
"Raphanus","Brassicaceae"
"Raphia","Arecaceae"
"Rapistrum","Brassicaceae"
"Ratibida","Asteraceae"
"Rauiella","Thuidiaceae"
"Rauvolfia","Apocynaceae"
"Ravenala","Strelitziaceae"
"Ravenia","Rutaceae"
"Rayjacksonia","Asteraceae"
"Reboulia","Aytoniaceae"
"Rebutia","Cactaceae"
"Rectolejeunea","Lejeuneaceae"
"Redfieldia","Poaceae"
"Refractohilum","Uncertain Ascomycota Family"
"Regnellidium","Marsileaceae"
"Reichardia","Asteraceae"
"Reimarochloa","Poaceae"
"Reinkella","Roccellaceae"
"Relicina","Parmeliaceae"
"Remirea","Cyperaceae"
"Remya","Asteraceae"
"Renanthera","Orchidaceae"
"Renealmia","Zingiberaceae"
"Requienella","Pyrenulaceae"
"Reseda","Resedaceae"
"Restrepiella","Orchidaceae"
"Retama","Fabaceae"
"Reussia","Pontederiaceae"
"Reutealis","Euphorbiaceae"
"Reverchonia","Euphorbiaceae"
"Reynoldsia","Araliaceae"
"Reynosia","Rhamnaceae"
"Rhabdadenia","Apocynaceae"
"Rhabdoweisia","Dicranaceae"
"Rhachithecium","Rhachitheciaceae"
"Rhagadiolus","Asteraceae"
"Rhamnus","Rhamnaceae"
"Rhaphiolepis","Rosaceae"
"Rhapidophyllum","Arecaceae"
"Rheum","Polygonaceae"
"Rhexia","Melastomataceae"
"Rhexophyllum","Pottiaceae"
"Rhinanthus","Scrophulariaceae"
"Rhipsalis","Cactaceae"
"Rhizocarpon","Rhizocarpaceae"
"Rhizomnium","Mniaceae"
"Rhizophora","Rhizophoraceae"
"Rhizoplaca","Lecanoraceae"
"Rhodanthe","Asteraceae"
"Rhodiola","Crassulaceae"
"Rhodobryum","Bryaceae"
"Rhododendron","Ericaceae"
"Rhododon","Lamiaceae"
"Rhodomyrtus","Myrtaceae"
"Rhodotypos","Rosaceae"
"Rhus","Anacardiaceae"
"Rhynchosia","Fabaceae"
"Rhynchosida","Malvaceae"
"Rhynchospora","Cyperaceae"
"Rhytidiadelphus","Hylocomiaceae"
"Rhytidiopsis","Hylocomiaceae"
"Rhytidium","Rhytidiaceae"
"Rhytidophyllum","Gesneriaceae"
"Ribes","Grossulariaceae"
"Riccardia","Aneuraceae"
"Riccia","Ricciaceae"
"Ricciocarpos","Ricciaceae"
"Richardia","Rubiaceae"
"Ricinodendron","Euphorbiaceae"
"Ricinus","Euphorbiaceae"
"Riella","Riellaceae"
"Rigiopappus","Asteraceae"
"Rimelia","Parmeliaceae"
"Rimeliella","Parmeliaceae"
"Rimularia","Rimulariaceae"
"Rinodina","Physciaceae"
"Rivina","Phytolaccaceae"
"Robinia","Fabaceae"
"Roccella","Roccellaceae"
"Roccellina","Roccellaceae"
"Rochefortia","Boraginaceae"
"Rodgersia","Saxifragaceae"
"Roellia","Bryaceae"
"Roemeria","Papaveraceae"
"Rolandra","Asteraceae"
"Roldana","Asteraceae"
"Rollandia","Campanulaceae"
"Rollinia","Annonaceae"
"Romanzoffia","Hydrophyllaceae"
"Romneya","Papaveraceae"
"Romulea","Iridaceae"
"Rondeletia","Rubiaceae"
"Ropalospora","Fuscideaceae"
"Rorippa","Brassicaceae"
"Rosa","Rosaceae"
"Roselliniella","Uncertain Ascomycota Family"
"Roselliniopsis","Uncertain Ascomycota Family"
"Rosellinula","Uncertain Ascomycota Family"
"Rosmarinus","Lamiaceae"
"Rostraria","Poaceae"
"Rotala","Lythraceae"
"Rottboellia","Poaceae"
"Rourea","Connaraceae"
"Rousselia","Urticaceae"
"Roystonea","Arecaceae"
"Rubia","Rubiaceae"
"Rubus","Rosaceae"
"Rudbeckia","Asteraceae"
"Ruellia","Acanthaceae"
"Rugelia","Asteraceae"
"Rumex","Polygonaceae"
"Rumohra","Dryopteridaceae"
"Rupertia","Fabaceae"
"Ruppia","Ruppiaceae"
"Russelia","Scrophulariaceae"
"Ruta","Rutaceae"
"Rytidosperma","Poaceae"
"Saba","Apocynaceae"
"Sabal","Arecaceae"
"Sabatia","Gentianaceae"
"Sabicea","Rubiaceae"
"Saccharum","Poaceae"
"Sacciolepis","Poaceae"
"Saccoloma","Dennstaedtiaceae"
"Sachsia","Asteraceae"
"Sadleria","Blechnaceae"
"Saelania","Ditrichaceae"
"Sagediopsis","Adelococcaceae"
"Sageretia","Rhamnaceae"
"Sagina","Caryophyllaceae"
"Sagiolechia","Gomphillaceae"
"Sagittaria","Alismataceae"
"Sagraea","Melastomataceae"
"Saintpaulia","Gesneriaceae"
"Sairocarpus","Scrophulariaceae"
"Salacca","Arecaceae"
"Salacia","Celastraceae"
"Salazaria","Lamiaceae"
"Salicornia","Chenopodiaceae"
"Salix","Salicaceae"
"Salmea","Asteraceae"
"Salomonia","Polygalaceae"
"Salpichroa","Solanaceae"
"Salpiglossis","Solanaceae"
"Salsola","Chenopodiaceae"
"Saltugilia","Polemoniaceae"
"Salvia","Lamiaceae"
"Salvinia","Salviniaceae"
"Samadera","Simaroubaceae"
"Samanea","Fabaceae"
"Sambucus","Caprifoliaceae"
"Samolus","Primulaceae"
"Samyda","Flacourtiaceae"
"Sanchezia","Acanthaceae"
"Sandoricum","Meliaceae"
"Sanguinaria","Papaveraceae"
"Sanguisorba","Rosaceae"
"Sanicula","Apiaceae"
"Sanionia","Amblystegiaceae"
"Sansevieria","Agavaceae"
"Santalum","Santalaceae"
"Santolina","Asteraceae"
"Sanvitalia","Asteraceae"
"Sapindus","Sapindaceae"
"Sapium","Euphorbiaceae"
"Saponaria","Caryophyllaceae"
"Sapota","Sapotaceae"
"Sarcobatus","Chenopodiaceae"
"Sarcocornia","Chenopodiaceae"
"Sarcodes","Monotropaceae"
"Sarcographa","Graphidaceae"
"Sarcogyne","Acarosporaceae"
"Sarcopygme","Rubiaceae"
"Sarcopyrenia","Uncertain Ascomycota Family"
"Sarcosagium","Acarosporaceae"
"Sarea","Agyriaceae"
"Saritaea","Bignoniaceae"
"Sarmenthypnum","Amblystegiaceae"
"Sarmienta","Gesneriaceae"
"Sarracenia","Sarraceniaceae"
"Sartwellia","Asteraceae"
"Sasa","Poaceae"
"Sassafras","Lauraceae"
"Satureja","Lamiaceae"
"Sauropus","Euphorbiaceae"
"Saururus","Saururaceae"
"Saussurea","Asteraceae"
"Sauteria","Cleveaceae"
"Sauvagesia","Ochnaceae"
"Savia","Euphorbiaceae"
"Saxegothaea","Podocarpaceae"
"Saxifraga","Saxifragaceae"
"Saxifragopsis","Saxifragaceae"
"Scabiosa","Dipsacaceae"
"Scabrethia","Asteraceae"
"Scadoxus","Liliaceae"
"Scaevola","Goodeniaceae"
"Scandix","Apiaceae"
"Scapania","Scapaniaceae"
"Scaphyglottis","Orchidaceae"
"Sceptridium","Ophioglossaceae"
"Schadonia","Bacidiaceae"
"Schaefferia","Celastraceae"
"Schaereria","Schaereriaceae"
"Schedonnardus","Poaceae"
"Schedonorus","Poaceae"
"Schefflera","Araliaceae"
"Scheuchzeria","Scheuchzeriaceae"
"Schiedea","Caryophyllaceae"
"Schiedeella","Orchidaceae"
"Schinopsis","Anacardiaceae"
"Schinus","Anacardiaceae"
"Schisandra","Schisandraceae"
"Schismatomma","Opegraphaceae"
"Schismus","Poaceae"
"Schistidium","Grimmiaceae"
"Schistophragma","Scrophulariaceae"
"Schistostega","Schistostegaceae"
"Schizachne","Poaceae"
"Schizachyrium","Poaceae"
"Schizaea","Schizaeaceae"
"Schizanthus","Solanaceae"
"Schizolobium","Fabaceae"
"Schizopelte","Roccellaceae"
"Schizophragma","Hydrangeaceae"
"Schizostachyum","Poaceae"
"Schizostylis","Iridaceae"
"Schkuhria","Asteraceae"
"Schlegelia","Bignoniaceae"
"Schleichera","Sapindaceae"
"Schleinitzia","Fabaceae"
"Schlotheimia","Orthotrichaceae"
"Schlumbergera","Cactaceae"
"Schmidtia","Poaceae"
"Schoenocaulon","Liliaceae"
"Schoenocrambe","Brassicaceae"
"Schoenolirion","Liliaceae"
"Schoenoplectiella","Cyperaceae"
"Schoenoplectus","Cyperaceae"
"Schoenus","Cyperaceae"
